id,parent_circuit_id,parent_circuit,original_circuit_id,original_circuit,original_category,original_circuit_path,chain_name,opt_level,opt_1,opt_2,opt_3,artifact_path,initial_num_qubits,initial_depth,initial_two_qubit_gates,initial_total_gates,final_num_qubits,final_depth,final_two_qubit_gates,final_total_gates,total_runtime_seconds,opt_chain
16306,2320,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_tket__wisq_rules__qiskit_ai,3,tket,wisq_rules,qiskit_ai,,17,129,98,213,0,371,497,680,612.7039628271013,ham15-low__tket__wisq_rules__qiskit_ai
16307,2320,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_tket__wisq_rules__qiskit_standard,3,tket,wisq_rules,qiskit_standard,,17,129,98,213,0,766,986,1594,606.4080503666773,ham15-low__tket__wisq_rules__qiskit_standard
16311,1947,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__qiskit_ai__qiskit_standard,3,wisq_bqskit,qiskit_ai,qiskit_standard,,17,129,98,213,0,853,1066,1711,318.70713746733963,ham15-low__wisq_bqskit__qiskit_ai__qiskit_standard
16312,1947,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__qiskit_ai__tket,3,wisq_bqskit,qiskit_ai,tket,,17,129,98,213,0,283,199,461,325.485017221421,ham15-low__wisq_bqskit__qiskit_ai__tket
16313,1947,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__qiskit_ai__wisq_bqskit,3,wisq_bqskit,qiskit_ai,wisq_bqskit,,17,129,98,213,0,700,671,1244,618.9592499770224,ham15-low__wisq_bqskit__qiskit_ai__wisq_bqskit
16314,1947,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__qiskit_ai__wisq_rules,3,wisq_bqskit,qiskit_ai,wisq_rules,,17,129,98,213,0,554,652,951,918.237276783213,ham15-low__wisq_bqskit__qiskit_ai__wisq_rules
16315,1946,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__qiskit_standard__qiskit_standard,3,wisq_bqskit,qiskit_standard,qiskit_standard,,17,129,98,213,0,860,1073,1747,303.6216838285327,ham15-low__wisq_bqskit__qiskit_standard__qiskit_standard
16316,1946,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__qiskit_standard__tket,3,wisq_bqskit,qiskit_standard,tket,,17,129,98,213,0,314,200,598,311.002646939829,ham15-low__wisq_bqskit__qiskit_standard__tket
16317,1946,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__qiskit_standard__wisq_bqskit,3,wisq_bqskit,qiskit_standard,wisq_bqskit,,17,129,98,213,0,882,781,1723,603.7027909522876,ham15-low__wisq_bqskit__qiskit_standard__wisq_bqskit
16318,1946,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__qiskit_standard__wisq_rules,3,wisq_bqskit,qiskit_standard,wisq_rules,,17,129,98,213,0,795,711,1364,902.9049911368638,ham15-low__wisq_bqskit__qiskit_standard__wisq_rules
16319,1945,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__tket__qiskit_ai,3,wisq_bqskit,tket,qiskit_ai,,17,129,98,213,0,440,496,757,317.98373349849135,ham15-low__wisq_bqskit__tket__qiskit_ai
16320,1945,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__tket__qiskit_standard,3,wisq_bqskit,tket,qiskit_standard,,17,129,98,213,0,767,1012,1600,309.8192763822153,ham15-low__wisq_bqskit__tket__qiskit_standard
16324,1948,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__wisq_bqskit__qiskit_ai,3,wisq_bqskit,wisq_bqskit,qiskit_ai,,17,129,98,213,0,491,507,857,710.3362174127251,ham15-low__wisq_bqskit__wisq_bqskit__qiskit_ai
16325,1948,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__wisq_bqskit__qiskit_standard,3,wisq_bqskit,wisq_bqskit,qiskit_standard,,17,129,98,213,0,796,1030,1613,704.4845681972802,ham15-low__wisq_bqskit__wisq_bqskit__qiskit_standard
16329,1949,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__wisq_rules__qiskit_ai,3,wisq_bqskit,wisq_rules,qiskit_ai,,17,129,98,213,0,462,508,803,910.2910323748364,ham15-low__wisq_bqskit__wisq_rules__qiskit_ai
16330,1949,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_bqskit__wisq_rules__qiskit_standard,3,wisq_bqskit,wisq_rules,qiskit_standard,,17,129,98,213,0,824,1009,1738,902.8642529658972,ham15-low__wisq_bqskit__wisq_rules__qiskit_standard
16334,768,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__qiskit_ai__qiskit_ai,3,wisq_rules,qiskit_ai,qiskit_ai,,17,129,98,213,0,603,747,1035,624.4929310986772,ham15-low__wisq_rules__qiskit_ai__qiskit_ai
16335,768,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__qiskit_ai__qiskit_standard,3,wisq_rules,qiskit_ai,qiskit_standard,,17,129,98,213,0,764,1030,1604,613.4623830821365,ham15-low__wisq_rules__qiskit_ai__qiskit_standard
16336,768,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__qiskit_ai__tket,3,wisq_rules,qiskit_ai,tket,,17,129,98,213,0,281,200,445,621.3001096704975,ham15-low__wisq_rules__qiskit_ai__tket
16337,768,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__qiskit_ai__wisq_bqskit,3,wisq_rules,qiskit_ai,wisq_bqskit,,17,129,98,213,0,682,670,1140,913.4237273335456,ham15-low__wisq_rules__qiskit_ai__wisq_bqskit
16338,768,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__qiskit_ai__wisq_rules,3,wisq_rules,qiskit_ai,wisq_rules,,17,129,98,213,0,608,643,927,1212.6916734687984,ham15-low__wisq_rules__qiskit_ai__wisq_rules
16339,767,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__qiskit_standard__qiskit_standard,3,wisq_rules,qiskit_standard,qiskit_standard,,17,129,98,213,0,812,1024,1673,602.7946477867663,ham15-low__wisq_rules__qiskit_standard__qiskit_standard
16340,767,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__qiskit_standard__tket,3,wisq_rules,qiskit_standard,tket,,17,129,98,213,0,362,203,602,616.2703795609996,ham15-low__wisq_rules__qiskit_standard__tket
16341,767,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__qiskit_standard__wisq_bqskit,3,wisq_rules,qiskit_standard,wisq_bqskit,,17,129,98,213,0,850,667,1475,902.8500360306352,ham15-low__wisq_rules__qiskit_standard__wisq_bqskit
16342,767,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__qiskit_standard__wisq_rules,3,wisq_rules,qiskit_standard,wisq_rules,,17,129,98,213,0,802,660,1271,1202.1542698619887,ham15-low__wisq_rules__qiskit_standard__wisq_rules
16343,766,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__tket__qiskit_ai,3,wisq_rules,tket,qiskit_ai,,17,129,98,213,0,446,504,755,617.2742194468156,ham15-low__wisq_rules__tket__qiskit_ai
16344,766,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__tket__qiskit_standard,3,wisq_rules,tket,qiskit_standard,,17,129,98,213,0,802,1004,1680,607.0478326799348,ham15-low__wisq_rules__tket__qiskit_standard
16348,769,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__wisq_bqskit__qiskit_ai,3,wisq_rules,wisq_bqskit,qiskit_ai,,17,129,98,213,0,655,518,1151,1032.5458365818486,ham15-low__wisq_rules__wisq_bqskit__qiskit_ai
16349,769,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__wisq_bqskit__qiskit_standard,3,wisq_rules,wisq_bqskit,qiskit_standard,,17,129,98,213,0,946,1028,1936,1021.6531817661598,ham15-low__wisq_rules__wisq_bqskit__qiskit_standard
16353,770,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__wisq_rules__qiskit_ai,3,wisq_rules,wisq_rules,qiskit_ai,,17,129,98,213,0,457,519,805,1212.536155089736,ham15-low__wisq_rules__wisq_rules__qiskit_ai
16354,770,ham15-low,19,ham15-low,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-low.qasm,chain3_wisq_rules__wisq_rules__qiskit_standard,3,wisq_rules,wisq_rules,qiskit_standard,,17,129,98,213,0,820,1045,1718,1202.620464532636,ham15-low__wisq_rules__wisq_rules__qiskit_standard
16358,1029,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__qiskit_standard__qiskit_standard,3,qiskit_standard,qiskit_standard,qiskit_standard,,17,255,42,452,0,1674,1419,2793,1.9552002856507895,ham15-med__qiskit_standard__qiskit_standard__qiskit_standard
16359,1029,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__qiskit_standard__tket,3,qiskit_standard,qiskit_standard,tket,,17,255,42,452,0,939,502,1576,13.648625006899238,ham15-med__qiskit_standard__qiskit_standard__tket
16360,1029,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__qiskit_standard__wisq_bqskit,3,qiskit_standard,qiskit_standard,wisq_bqskit,,17,255,42,452,0,1587,1100,2666,301.9708398496732,ham15-med__qiskit_standard__qiskit_standard__wisq_bqskit
16361,1029,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__qiskit_standard__wisq_rules,3,qiskit_standard,qiskit_standard,wisq_rules,,17,255,42,452,0,1393,1086,2371,601.2907760832459,ham15-med__qiskit_standard__qiskit_standard__wisq_rules
16362,1028,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__tket__qiskit_standard,3,qiskit_standard,tket,qiskit_standard,,17,255,42,452,0,1731,1366,3075,15.406347904354334,ham15-med__qiskit_standard__tket__qiskit_standard
16363,1028,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__tket__tket,3,qiskit_standard,tket,tket,,17,255,42,452,0,872,483,1440,24.55486851464957,ham15-med__qiskit_standard__tket__tket
16364,1028,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__tket__wisq_bqskit,3,qiskit_standard,tket,wisq_bqskit,,17,255,42,452,0,1015,427,1765,315.1696631759405,ham15-med__qiskit_standard__tket__wisq_bqskit
16365,1028,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__tket__wisq_rules,3,qiskit_standard,tket,wisq_rules,,17,255,42,452,0,821,462,1375,614.4843837851658,ham15-med__qiskit_standard__tket__wisq_rules
16366,1030,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__wisq_bqskit__qiskit_standard,3,qiskit_standard,wisq_bqskit,qiskit_standard,,17,255,42,452,0,2396,1776,3985,524.4788957471028,ham15-med__qiskit_standard__wisq_bqskit__qiskit_standard
16367,1030,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__wisq_bqskit__tket,3,qiskit_standard,wisq_bqskit,tket,,17,255,42,452,0,974,536,1600,534.9184999763966,ham15-med__qiskit_standard__wisq_bqskit__tket
16368,1030,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__wisq_bqskit__wisq_bqskit,3,qiskit_standard,wisq_bqskit,wisq_bqskit,,17,255,42,452,0,1499,997,2582,822.9950822945684,ham15-med__qiskit_standard__wisq_bqskit__wisq_bqskit
16369,1030,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__wisq_bqskit__wisq_rules,3,qiskit_standard,wisq_bqskit,wisq_rules,,17,255,42,452,0,1426,995,2280,1122.4310680739582,ham15-med__qiskit_standard__wisq_bqskit__wisq_rules
16370,1031,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__wisq_rules__qiskit_standard,3,qiskit_standard,wisq_rules,qiskit_standard,,17,255,42,452,0,2638,1961,4684,603.6332096783444,ham15-med__qiskit_standard__wisq_rules__qiskit_standard
16371,1031,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__wisq_rules__tket,3,qiskit_standard,wisq_rules,tket,,17,255,42,452,0,1044,597,1651,614.8668711436912,ham15-med__qiskit_standard__wisq_rules__tket
16372,1031,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__wisq_rules__wisq_bqskit,3,qiskit_standard,wisq_rules,wisq_bqskit,,17,255,42,452,0,1622,1040,2822,901.8940198104827,ham15-med__qiskit_standard__wisq_rules__wisq_bqskit
16373,1031,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_qiskit_standard__wisq_rules__wisq_rules,3,qiskit_standard,wisq_rules,wisq_rules,,17,255,42,452,0,1396,1042,2320,1201.2669747779146,ham15-med__qiskit_standard__wisq_rules__wisq_rules
16374,684,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__qiskit_ai__qiskit_standard,3,tket,qiskit_ai,qiskit_standard,,17,255,42,452,0,1539,1349,2730,24.885276664979756,ham15-med__tket__qiskit_ai__qiskit_standard
16375,684,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__qiskit_ai__tket,3,tket,qiskit_ai,tket,,17,255,42,452,0,811,484,1271,33.58614073880017,ham15-med__tket__qiskit_ai__tket
16376,684,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__qiskit_ai__wisq_bqskit,3,tket,qiskit_ai,wisq_bqskit,,17,255,42,452,0,1148,963,1797,324.3984229210764,ham15-med__tket__qiskit_ai__wisq_bqskit
16377,684,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__qiskit_ai__wisq_rules,3,tket,qiskit_ai,wisq_rules,,17,255,42,452,0,998,908,1485,623.7312810560688,ham15-med__tket__qiskit_ai__wisq_rules
16378,683,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__qiskit_standard__qiskit_standard,3,tket,qiskit_standard,qiskit_standard,,17,255,42,452,0,1520,1361,2777,13.612561408430338,ham15-med__tket__qiskit_standard__qiskit_standard
16379,683,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__qiskit_standard__tket,3,tket,qiskit_standard,tket,,17,255,42,452,0,924,475,1554,23.915199645794928,ham15-med__tket__qiskit_standard__tket
16380,683,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__qiskit_standard__wisq_bqskit,3,tket,qiskit_standard,wisq_bqskit,,17,255,42,452,0,1600,1106,2810,313.6041745329276,ham15-med__tket__qiskit_standard__wisq_bqskit
16381,683,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__qiskit_standard__wisq_rules,3,tket,qiskit_standard,wisq_rules,,17,255,42,452,0,1394,1031,2343,612.9751704549417,ham15-med__tket__qiskit_standard__wisq_rules
16382,682,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__tket__qiskit_ai,3,tket,tket,qiskit_ai,,17,255,42,452,0,1033,844,1516,34.285937927663326,ham15-med__tket__tket__qiskit_ai
16383,682,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__tket__qiskit_standard,3,tket,tket,qiskit_standard,,17,255,42,452,0,1531,1309,2793,20.341462774202228,ham15-med__tket__tket__qiskit_standard
16387,685,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__wisq_bqskit__qiskit_ai,3,tket,wisq_bqskit,qiskit_ai,,17,255,42,452,0,965,826,1565,750.3175425250083,ham15-med__tket__wisq_bqskit__qiskit_ai
16388,685,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__wisq_bqskit__qiskit_standard,3,tket,wisq_bqskit,qiskit_standard,,17,255,42,452,0,1531,1483,2797,728.3211147729307,ham15-med__tket__wisq_bqskit__qiskit_standard
16392,686,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__wisq_rules__qiskit_ai,3,tket,wisq_rules,qiskit_ai,,17,255,42,452,0,843,806,1314,632.9577557388693,ham15-med__tket__wisq_rules__qiskit_ai
16393,686,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_tket__wisq_rules__qiskit_standard,3,tket,wisq_rules,qiskit_standard,,17,255,42,452,0,1499,1444,2706,615.0418534325436,ham15-med__tket__wisq_rules__qiskit_standard
16397,2389,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_bqskit__qiskit_standard__qiskit_standard,3,wisq_bqskit,qiskit_standard,qiskit_standard,,17,255,42,452,0,1791,1447,3132,303.8091548504308,ham15-med__wisq_bqskit__qiskit_standard__qiskit_standard
16398,2389,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_bqskit__qiskit_standard__tket,3,wisq_bqskit,qiskit_standard,tket,,17,255,42,452,0,919,436,1498,316.2001446047798,ham15-med__wisq_bqskit__qiskit_standard__tket
16399,2389,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_bqskit__qiskit_standard__wisq_bqskit,3,wisq_bqskit,qiskit_standard,wisq_bqskit,,17,255,42,452,0,1791,1217,3076,603.5915996069089,ham15-med__wisq_bqskit__qiskit_standard__wisq_bqskit
16400,2389,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_bqskit__qiskit_standard__wisq_rules,3,wisq_bqskit,qiskit_standard,wisq_rules,,17,255,42,452,0,1668,1114,2684,902.8625120026992,ham15-med__wisq_bqskit__qiskit_standard__wisq_rules
16401,2388,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_bqskit__tket__qiskit_ai,3,wisq_bqskit,tket,qiskit_ai,,17,255,42,452,0,1006,818,1489,328.6015502689406,ham15-med__wisq_bqskit__tket__qiskit_ai
16402,2388,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_bqskit__tket__qiskit_standard,3,wisq_bqskit,tket,qiskit_standard,,17,255,42,452,0,1638,1370,2878,312.7536501539871,ham15-med__wisq_bqskit__tket__qiskit_standard
16406,2390,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_bqskit__wisq_bqskit__qiskit_standard,3,wisq_bqskit,wisq_bqskit,qiskit_standard,,17,255,42,452,0,1684,1451,2996,857.9122197898105,ham15-med__wisq_bqskit__wisq_bqskit__qiskit_standard
16410,2391,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_bqskit__wisq_rules__qiskit_standard,3,wisq_bqskit,wisq_rules,qiskit_standard,,17,255,42,452,0,1671,1535,2964,904.4752924880012,ham15-med__wisq_bqskit__wisq_rules__qiskit_standard
16414,1481,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__qiskit_ai__qiskit_standard,3,wisq_rules,qiskit_ai,qiskit_standard,,17,255,42,452,0,1786,1534,3071,644.4086954416707,ham15-med__wisq_rules__qiskit_ai__qiskit_standard
16415,1481,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__qiskit_ai__tket,3,wisq_rules,qiskit_ai,tket,,17,255,42,452,0,714,436,1102,656.2587849469855,ham15-med__wisq_rules__qiskit_ai__tket
16416,1481,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__qiskit_ai__wisq_bqskit,3,wisq_rules,qiskit_ai,wisq_bqskit,,17,255,42,452,0,1841,1365,2985,944.2537514194846,ham15-med__wisq_rules__qiskit_ai__wisq_bqskit
16417,1481,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__qiskit_ai__wisq_rules,3,wisq_rules,qiskit_ai,wisq_rules,,17,255,42,452,0,1456,1159,2259,1243.6203365717083,ham15-med__wisq_rules__qiskit_ai__wisq_rules
16418,1480,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__qiskit_standard__qiskit_standard,3,wisq_rules,qiskit_standard,qiskit_standard,,17,255,42,452,0,1872,1520,3244,603.2792686540633,ham15-med__wisq_rules__qiskit_standard__qiskit_standard
16419,1480,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__qiskit_standard__tket,3,wisq_rules,qiskit_standard,tket,,17,255,42,452,0,905,441,1542,619.0037572346628,ham15-med__wisq_rules__qiskit_standard__tket
16420,1480,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__qiskit_standard__wisq_bqskit,3,wisq_rules,qiskit_standard,wisq_bqskit,,17,255,42,452,0,1917,1261,3232,902.6405019992962,ham15-med__wisq_rules__qiskit_standard__wisq_bqskit
16421,1480,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__qiskit_standard__wisq_rules,3,wisq_rules,qiskit_standard,wisq_rules,,17,255,42,452,0,1708,1173,2770,1202.0676459716633,ham15-med__wisq_rules__qiskit_standard__wisq_rules
16422,1479,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__tket__qiskit_ai,3,wisq_rules,tket,qiskit_ai,,17,255,42,452,0,977,877,1489,621.6792634055018,ham15-med__wisq_rules__tket__qiskit_ai
16423,1479,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__tket__qiskit_standard,3,wisq_rules,tket,qiskit_standard,,17,255,42,452,0,1719,1571,3062,611.5633633770049,ham15-med__wisq_rules__tket__qiskit_standard
16427,1482,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__wisq_bqskit__qiskit_ai,3,wisq_rules,wisq_bqskit,qiskit_ai,,17,255,42,452,0,1327,923,2161,1099.2407274125144,ham15-med__wisq_rules__wisq_bqskit__qiskit_ai
16428,1482,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__wisq_bqskit__qiskit_standard,3,wisq_rules,wisq_bqskit,qiskit_standard,,17,255,42,452,0,1890,1623,3413,1021.99900588952,ham15-med__wisq_rules__wisq_bqskit__qiskit_standard
16432,1483,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__wisq_rules__qiskit_ai,3,wisq_rules,wisq_rules,qiskit_ai,,17,255,42,452,0,1313,904,2009,1235.844203745015,ham15-med__wisq_rules__wisq_rules__qiskit_ai
16433,1483,ham15-med,20,ham15-med,feynman,benchmarks/ai_transpile/qasm/feynman/ham15-med.qasm,chain3_wisq_rules__wisq_rules__qiskit_standard,3,wisq_rules,wisq_rules,qiskit_standard,,17,255,42,452,0,1806,1546,3180,1203.3644186882302,ham15-med__wisq_rules__wisq_rules__qiskit_standard
16437,1358,mod5_4,28,mod5_4,feynman,benchmarks/ai_transpile/qasm/feynman/mod5_4.qasm,chain3_qiskit_ai__qiskit_ai__qiskit_ai,3,qiskit_ai,qiskit_ai,qiskit_ai,,5,23,4,23,0,20,7,22,2.697769718244672,mod5_4__qiskit_ai__qiskit_ai__qiskit_ai
16438,1358,mod5_4,28,mod5_4,feynman,benchmarks/ai_transpile/qasm/feynman/mod5_4.qasm,chain3_qiskit_ai__qiskit_ai__qiskit_standard,3,qiskit_ai,qiskit_ai,qiskit_standard,,5,23,4,23,0,7,7,8,2.485895808786154,mod5_4__qiskit_ai__qiskit_ai__qiskit_standard
16439,1358,mod5_4,28,mod5_4,feynman,benchmarks/ai_transpile/qasm/feynman/mod5_4.qasm,chain3_qiskit_ai__qiskit_ai__tket,3,qiskit_ai,qiskit_ai,tket,,5,23,4,23,0,4,5,6,5.982378967106342,mod5_4__qiskit_ai__qiskit_ai__tket
16440,1358,mod5_4,28,mod5_4,feynman,benchmarks/ai_transpile/qasm/feynman/mod5_4.qasm,chain3_qiskit_ai__qiskit_ai__wisq_bqskit,3,qiskit_ai,qiskit_ai,wisq_bqskit,,5,23,4,23,0,12,5,22,302.94089220743626,mod5_4__qiskit_ai__qiskit_ai__wisq_bqskit
